Date,Warehouse,Category,Subcategory,Agent,Handling_Time(min),Satisfaction,Escalated
2024-06-05,中國,商品,某商品能否倉儲自取或協助寄往其他地方,Emma,9,4.2,No
2024-06-05,日本,其他,抱怨相關,Carol,6,3.4,No
2024-06-05,美國,商品,某商品運回來是否違法或需要付關費,Emma,4,4.7,No
2024-06-05,台灣,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Alice,12,2.9,No
2024-06-05,德國,訂單,已付款訂單未成立,Bob,23,3.5,No
2024-06-05,中國,倉儲,訂購商品是否有送到某倉庫,Bob,30,3.6,No
2024-06-05,日本,訂單,商品購買加值服務需求,Jack,16,4.7,No
2024-06-05,中國,倉儲,商品滯留過久以致倉庫丟失相關,Alice,14,4.6,Yes
2024-06-05,台灣,商品,某商品能不能協助代購,Emma,13,3.3,Yes
2024-06-05,台灣,倉儲,商品滯留過久是否有要收費,Grace,3,3.3,No
2024-06-05,美國,訂單,商品未到，確定訂單狀態,Bob,26,2.5,No
2024-06-05,美國,訂單,已付款訂單未成立,Carol,29,2.5,No
2024-06-05,台灣,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Bob,21,2.8,No
2024-06-05,日本,訂單,商品未到，確定訂單狀態,Hank,11,3.6,No
2024-06-05,中國,倉儲,訂購商品是否有送到某倉庫,Grace,20,3.5,Yes
2024-06-06,德國,倉儲,商品是否重新加工完成,Ivy,35,3.6,No
2024-06-06,德國,商品,某商品運回來是否違法或需要付關費,Jack,7,3.6,No
2024-06-06,台灣,倉儲,商品是否重新加工完成,Alice,27,3.2,No
2024-06-06,台灣,倉儲,商品是否重新加工完成,Jack,31,3.7,No
2024-06-06,美國,倉儲,商品是否重新加工完成,Jack,18,4.4,No
2024-06-06,中國,商品,某商品運回來是否違法或需要付關費,Alice,7,3.9,No
2024-06-06,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Alice,20,4.4,No
2024-06-06,德國,商品,某商品運回來是否違法或需要付關費,David,8,3.1,No
2024-06-06,台灣,商品,某商品能不能協助代購,Emma,12,3.9,No
2024-06-06,台灣,商品,某商品能不能買/運回台灣,Alice,17,4.5,No
2024-06-06,德國,商品,某商品運回來是否違法或需要付關費,Bob,1,4.6,No
2024-06-06,台灣,商品,某商品能否倉儲自取或協助寄往其他地方,Carol,8,4.3,No
2024-06-06,中國,商品,某商品能不能協助代購,David,11,4.5,No
2024-06-06,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Emma,20,4.5,No
2024-06-06,台灣,訂單,商品毀損相關,Frank,26,4.4,No
2024-06-06,日本,訂單,已付款訂單未成立,Ivy,22,3.8,No
2024-06-07,台灣,商品,某商品能否倉儲自取或協助寄往其他地方,Alice,1,4.5,No
2024-06-07,中國,訂單,商品收到與訂單內容不符,Grace,31,5.0,No
2024-06-07,美國,訂單,商品未到，確定訂單狀態,Ivy,26,3.5,No
2024-06-07,德國,商品,某商品能不能買/運回台灣,Hank,17,4.9,No
2024-06-07,中國,訂單,商品毀損相關,Emma,17,2.8,No
2024-06-07,台灣,訂單,商品未到，確定訂單狀態,Grace,8,3.7,No
2024-06-07,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Grace,7,3.5,No
2024-06-07,日本,倉儲,商品是否重新加工完成,David,28,4.7,No
2024-06-07,台灣,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Alice,8,3.6,No
2024-06-07,中國,倉儲,訂購商品是否有送到某倉庫,Carol,38,3.5,No
2024-06-07,美國,倉儲,商品是否重新加工完成,David,13,3.3,No
2024-06-07,中國,訂單,商品轉其他物流寄送,Bob,17,1.8,No
2024-06-07,美國,商品,某商品運回來是否違法或需要付關費,Jack,6,4.6,No
2024-06-07,台灣,訂單,商品未到，確定訂單狀態,Ivy,19,3.8,No
2024-06-07,德國,倉儲,訂購商品是否有送到某倉庫,Alice,26,4.5,No
2024-06-07,中國,訂單,商品未到，確定訂單狀態,Carol,19,4.2,No
2024-06-07,美國,商品,某商品能否倉儲自取或協助寄往其他地方,Jack,23,3.8,No
2024-06-07,日本,訂單,商品轉其他物流寄送,Jack,16,4.2,No
2024-06-08,台灣,商品,某商品能否倉儲自取或協助寄往其他地方,Grace,4,4.1,No
2024-06-08,德國,倉儲,商品到台灣是否能放在倉庫及天數相關,Emma,23,3.7,No
2024-06-08,德國,商品,某商品能不能買/運回台灣,David,14,5.0,No
2024-06-08,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Alice,17,4.0,No
2024-06-08,台灣,倉儲,商品滯留過久以致倉庫丟失相關,Hank,31,4.0,No
2024-06-08,中國,倉儲,商品滯留過久以致倉庫丟失相關,Hank,21,4.7,No
2024-06-08,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Carol,7,4.1,No
2024-06-08,美國,訂單,商品收到與訂單內容不符,Hank,21,3.6,No
2024-06-08,中國,訂單,商品收到與訂單內容不符,David,29,3.9,No
2024-06-08,日本,倉儲,商品到台灣是否能放在倉庫及天數相關,Hank,17,3.7,Yes
2024-06-08,美國,商品,某商品運回來是否違法或需要付關費,Jack,9,4.4,No
2024-06-08,台灣,倉儲,訂購商品是否有送到某倉庫,David,9,4.0,No
2024-06-08,台灣,訂單,商品轉其他物流寄送,Hank,19,3.7,No
2024-06-08,中國,倉儲,商品滯留過久是否有要收費,Ivy,6,3.3,No
2024-06-08,德國,訂單,商品未到，確定訂單狀態,Jack,11,3.5,No
2024-06-08,美國,商品,某商品能不能協助代購,Bob,10,4.1,No
2024-06-08,德國,商品,某商品能不能協助代購,Alice,1,3.1,No
2024-06-08,德國,商品,某商品能不能買/運回台灣,Alice,16,4.6,Yes
2024-06-08,日本,其他,惡劣天氣相關,Bob,1,3.7,No
2024-06-08,德國,訂單,商品轉其他物流寄送,Grace,23,3.9,No
2024-06-08,中國,訂單,商品未到，確定訂單狀態,Frank,17,2.9,No
2024-06-08,日本,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Emma,18,3.5,Yes
2024-06-08,美國,訂單,商品毀損相關,Frank,23,4.4,No
2024-06-09,日本,其他,公司政策相關,Ivy,10,4.9,No
2024-06-09,台灣,其他,節日活動相關,Jack,11,3.7,No
2024-06-09,美國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Alice,31,4.1,No
2024-06-09,中國,訂單,商品收到與訂單內容不符,Hank,18,2.8,No
2024-06-09,美國,商品,某商品能否倉儲自取或協助寄往其他地方,Emma,12,3.9,No
2024-06-09,日本,訂單,商品購買加值服務需求,Jack,20,4.1,No
2024-06-09,台灣,倉儲,商品到台灣是否能放在倉庫及天數相關,Hank,40,3.4,No
2024-06-09,中國,訂單,商品轉其他物流寄送,Carol,25,3.9,No
2024-06-09,日本,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Bob,25,3.7,No
2024-06-09,台灣,倉儲,商品到台灣是否能放在倉庫及天數相關,David,23,4.5,No
2024-06-09,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Ivy,1,4.8,Yes
2024-06-09,德國,訂單,商品購買加值服務需求,Ivy,13,2.8,No
2024-06-09,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Bob,20,3.2,No
2024-06-09,美國,倉儲,訂購商品是否有送到某倉庫,Carol,39,4.6,No
2024-06-09,美國,倉儲,訂購商品是否有送到某倉庫,Grace,35,3.9,No
2024-06-09,日本,商品,某商品能否倉儲自取或協助寄往其他地方,Carol,10,4.0,No
2024-06-09,德國,訂單,商品毀損相關,Alice,12,4.3,Yes
2024-06-09,德國,訂單,已付款訂單未成立,Emma,8,3.9,No
2024-06-09,中國,商品,某商品運回來是否違法或需要付關費,Hank,13,4.8,No
2024-06-09,日本,訂單,商品未到，確定訂單狀態,Jack,11,4.7,No
2024-06-09,美國,訂單,商品收到與訂單內容不符,Grace,21,3.3,No
2024-06-10,德國,訂單,商品購買加值服務需求,Bob,16,3.6,Yes
2024-06-10,中國,倉儲,訂購商品是否有送到某倉庫,Frank,26,4.0,No
2024-06-10,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Hank,11,4.3,Yes
2024-06-10,日本,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Frank,15,3.0,No
2024-06-10,日本,訂單,商品購買加值服務需求,Emma,23,4.9,No
2024-06-10,德國,商品,某商品能不能買/運回台灣,Ivy,9,4.7,Yes
2024-06-10,日本,倉儲,商品滯留過久是否有要收費,Jack,33,3.8,No
2024-06-10,中國,訂單,商品未到，確定訂單狀態,Carol,13,3.3,No
2024-06-10,日本,訂單,商品轉其他物流寄送,Alice,20,3.9,No
2024-06-10,德國,訂單,商品收到與訂單內容不符,Ivy,9,4.1,No
2024-06-10,台灣,商品,某商品能否倉儲自取或協助寄往其他地方,Hank,7,4.3,Yes
2024-06-10,美國,商品,某商品能不能協助代購,Hank,2,4.2,No
2024-06-10,日本,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Alice,17,4.1,No
2024-06-10,日本,倉儲,商品滯留過久以致倉庫丟失相關,Frank,22,3.5,Yes
2024-06-10,台灣,訂單,商品收到與訂單內容不符,Bob,24,3.4,No
2024-06-10,德國,訂單,商品購買加值服務需求,Grace,16,3.4,No
2024-06-10,日本,商品,某商品能不能買/運回台灣,Hank,10,4.7,No
2024-06-10,美國,訂單,商品毀損相關,Carol,14,3.8,No
2024-06-10,美國,倉儲,訂購商品是否有送到某倉庫,Alice,15,3.3,No
2024-06-10,美國,訂單,商品轉其他物流寄送,Jack,22,3.4,Yes
2024-06-10,台灣,訂單,商品未到，確定訂單狀態,Jack,19,4.0,No
2024-06-10,日本,商品,某商品運回來是否違法或需要付關費,Hank,1,3.8,No
2024-06-10,日本,訂單,商品收到與訂單內容不符,Jack,13,2.9,No
2024-06-10,日本,訂單,商品毀損相關,Ivy,16,4.6,Yes
2024-06-11,美國,倉儲,商品到台灣是否能放在倉庫及天數相關,David,21,4.0,No
2024-06-11,台灣,訂單,商品毀損相關,Alice,21,4.1,No
2024-06-11,美國,訂單,商品未到，確定訂單狀態,Ivy,16,3.4,Yes
2024-06-11,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Carol,15,3.4,No
2024-06-11,德國,倉儲,商品滯留過久以致倉庫丟失相關,Ivy,7,3.0,No
2024-06-11,美國,商品,某商品運回來是否違法或需要付關費,Emma,13,3.8,No
2024-06-11,美國,商品,某商品能不能協助代購,Alice,2,3.2,No
2024-06-11,美國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Emma,11,2.9,No
2024-06-11,美國,訂單,已付款訂單未成立,Frank,15,4.7,No
2024-06-11,美國,訂單,商品收到與訂單內容不符,Frank,21,3.4,No
2024-06-11,台灣,訂單,商品毀損相關,Carol,20,2.7,Yes
2024-06-12,德國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Ivy,17,2.7,No
2024-06-12,中國,訂單,已付款訂單未成立,David,18,3.9,No
2024-06-12,台灣,訂單,商品購買加值服務需求,Emma,10,2.7,Yes
2024-06-12,德國,訂單,商品購買加值服務需求,Grace,14,3.6,Yes
2024-06-12,中國,訂單,已付款訂單未成立,Emma,22,2.9,No
2024-06-12,中國,商品,某商品運回來是否違法或需要付關費,Grace,23,4.2,No
2024-06-12,日本,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Carol,13,4.0,No
2024-06-12,美國,其他,節日活動相關,Ivy,14,3.9,No
2024-06-12,美國,其他,節日活動相關,Carol,7,3.8,No
2024-06-12,中國,商品,某商品運回來是否違法或需要付關費,Emma,9,4.5,No
2024-06-12,台灣,訂單,商品毀損相關,Hank,21,5.0,No
2024-06-12,美國,其他,惡劣天氣相關,Hank,4,5.0,No
2024-06-12,台灣,商品,某商品能不能協助代購,Alice,7,4.1,No
2024-06-12,台灣,其他,節日活動相關,Bob,11,4.9,No
2024-06-12,日本,商品,某商品能不能買/運回台灣,Grace,10,4.3,No
2024-06-12,台灣,倉儲,商品滯留過久以致倉庫丟失相關,Frank,15,3.9,No
2024-06-13,中國,訂單,已付款訂單未成立,Alice,21,4.5,No
2024-06-13,中國,倉儲,商品到台灣是否能放在倉庫及天數相關,Ivy,13,4.5,Yes
2024-06-13,台灣,商品,某商品運回來是否違法或需要付關費,Alice,1,4.4,No
2024-06-13,中國,商品,某商品能否倉儲自取或協助寄往其他地方,Frank,7,5.0,Yes
2024-06-13,日本,商品,某商品運回來是否違法或需要付關費,Frank,1,3.9,Yes
2024-06-13,德國,商品,某商品能不能買/運回台灣,Emma,17,3.4,No
2024-06-13,日本,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Grace,19,2.9,Yes
2024-06-13,日本,倉儲,訂購商品是否有送到某倉庫,Jack,16,3.8,Yes
2024-06-13,台灣,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Grace,14,3.3,No
2024-06-13,中國,訂單,商品轉其他物流寄送,Ivy,19,3.4,No
2024-06-13,日本,訂單,商品毀損相關,Emma,21,4.4,Yes
2024-06-13,美國,倉儲,商品滯留過久是否有要收費,Carol,25,5.0,No
2024-06-13,德國,商品,某商品能不能協助代購,Alice,8,3.8,No
2024-06-13,日本,商品,某商品運回來是否違法或需要付關費,Bob,12,4.7,Yes
2024-06-13,德國,倉儲,商品是否重新加工完成,Emma,5,4.3,No
2024-06-13,台灣,訂單,商品毀損相關,Alice,27,4.8,Yes
2024-06-13,美國,商品,某商品運回來是否違法或需要付關費,Hank,11,4.1,No
2024-06-13,台灣,其他,抱怨相關,Alice,7,5.0,No
2024-06-13,日本,訂單,商品毀損相關,Grace,1,3.4,No
2024-06-13,中國,訂單,商品購買加值服務需求,Bob,24,2.0,No
2024-06-13,日本,商品,某商品能不能買/運回台灣,Alice,5,5.0,Yes
2024-06-13,德國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Bob,23,4.0,No
2024-06-13,日本,倉儲,訂購商品是否有送到某倉庫,David,17,3.5,Yes
2024-06-13,德國,其他,節日活動相關,David,2,4.4,No
2024-06-13,德國,倉儲,商品到台灣是否能放在倉庫及天數相關,Frank,7,4.1,No
2024-06-13,德國,商品,某商品能不能協助代購,Bob,1,3.5,No
2024-06-13,台灣,商品,某商品運回來是否違法或需要付關費,Hank,9,4.1,No
2024-06-14,日本,訂單,商品毀損相關,Jack,19,4.4,Yes
2024-06-14,日本,商品,某商品運回來是否違法或需要付關費,Hank,12,4.4,No
2024-06-14,美國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Alice,19,3.9,No
2024-06-14,美國,倉儲,商品是否重新加工完成,Grace,22,3.5,No
2024-06-14,日本,訂單,已付款訂單未成立,Carol,37,4.2,Yes
2024-06-14,美國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Carol,21,3.7,Yes
2024-06-14,美國,商品,某商品運回來是否違法或需要付關費,Frank,6,4.2,No
2024-06-14,日本,訂單,商品購買加值服務需求,Carol,15,3.7,No
2024-06-14,中國,訂單,商品毀損相關,Carol,13,2.2,No
2024-06-14,德國,倉儲,訂購商品是否有送到某倉庫,Carol,23,4.3,No
2024-06-14,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Jack,30,2.8,No
2024-06-14,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Bob,30,2.7,No
2024-06-14,中國,倉儲,商品是否重新加工完成,David,26,4.3,No
2024-06-14,美國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Frank,2,2.7,No
2024-06-14,台灣,倉儲,商品是否重新加工完成,Alice,1,4.4,No
2024-06-14,德國,訂單,商品未到，確定訂單狀態,Carol,1,3.4,No
2024-06-15,日本,商品,某商品能不能買/運回台灣,Frank,11,4.2,No
2024-06-15,日本,商品,某商品能不能買/運回台灣,Jack,5,4.6,No
2024-06-15,德國,商品,某商品能不能買/運回台灣,Emma,21,4.9,No
2024-06-15,台灣,訂單,商品轉其他物流寄送,Ivy,27,3.6,No
2024-06-15,中國,訂單,商品毀損相關,Jack,30,4.3,No
2024-06-15,中國,訂單,商品未到，確定訂單狀態,Grace,12,2.6,Yes
2024-06-15,德國,倉儲,商品滯留過久是否有要收費,David,15,4.3,No
2024-06-15,德國,倉儲,商品滯留過久以致倉庫丟失相關,Hank,21,4.0,No
2024-06-15,德國,商品,某商品運回來是否違法或需要付關費,Emma,12,4.3,No
2024-06-15,日本,訂單,商品收到與訂單內容不符,Ivy,26,5.0,No
2024-06-15,美國,訂單,商品轉其他物流寄送,Bob,18,4.5,No
2024-06-15,台灣,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Bob,19,3.9,No
2024-06-15,美國,商品,某商品能不能協助代購,Jack,12,4.2,No
2024-06-15,德國,其他,惡劣天氣相關,Carol,6,5.0,No
2024-06-15,日本,其他,節日活動相關,Frank,9,3.9,Yes
2024-06-15,台灣,倉儲,商品是否重新加工完成,Ivy,16,3.6,No
2024-06-15,日本,商品,某商品能否倉儲自取或協助寄往其他地方,Bob,15,3.7,No
2024-06-15,德國,訂單,商品轉其他物流寄送,David,10,2.8,No
2024-06-15,美國,商品,某商品能否倉儲自取或協助寄往其他地方,Carol,12,3.9,No
2024-06-15,德國,訂單,已付款訂單未成立,Grace,21,2.6,No
2024-06-15,德國,倉儲,商品到台灣是否能放在倉庫及天數相關,David,18,4.0,No
2024-06-15,中國,倉儲,商品到台灣是否能放在倉庫及天數相關,Hank,13,4.6,No
2024-06-16,德國,訂單,已付款訂單未成立,Hank,18,2.9,No
2024-06-16,美國,訂單,商品毀損相關,Grace,11,3.1,No
2024-06-16,德國,倉儲,商品是否重新加工完成,Alice,22,3.1,No
2024-06-16,德國,商品,某商品運回來是否違法或需要付關費,Alice,7,4.7,No
2024-06-16,日本,訂單,商品收到與訂單內容不符,Carol,29,3.4,No
2024-06-16,中國,倉儲,訂購商品是否有送到某倉庫,Alice,14,3.3,Yes
2024-06-16,日本,商品,某商品運回來是否違法或需要付關費,David,20,5.0,No
2024-06-16,美國,商品,某商品能不能買/運回台灣,Jack,9,4.2,No
2024-06-16,美國,訂單,商品購買加值服務需求,Frank,7,3.5,Yes
2024-06-16,中國,訂單,商品購買加值服務需求,Carol,1,3.5,No
2024-06-16,日本,訂單,商品毀損相關,Jack,7,3.2,No
2024-06-16,中國,訂單,已付款訂單未成立,Alice,17,4.7,No
2024-06-16,日本,倉儲,商品到台灣是否能放在倉庫及天數相關,David,19,4.1,No
2024-06-16,德國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Ivy,28,3.3,No
2024-06-16,日本,訂單,商品購買加值服務需求,David,7,3.5,No
2024-06-16,美國,商品,某商品能不能協助代購,Jack,9,4.8,No
2024-06-16,中國,商品,某商品能不能協助代購,Emma,9,3.8,No
2024-06-17,日本,倉儲,商品是否重新加工完成,David,26,4.5,No
2024-06-17,日本,商品,某商品能不能協助代購,Ivy,17,4.5,No
2024-06-17,美國,商品,某商品能不能協助代購,David,8,4.1,No
2024-06-17,美國,訂單,商品收到與訂單內容不符,Grace,2,2.8,No
2024-06-17,中國,其他,抱怨相關,David,14,3.6,No
2024-06-17,日本,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Carol,20,4.8,No
2024-06-17,台灣,訂單,商品轉其他物流寄送,Bob,20,2.9,No
2024-06-17,德國,倉儲,訂購商品是否有送到某倉庫,David,32,5.0,No
2024-06-17,日本,倉儲,商品到台灣是否能放在倉庫及天數相關,David,27,4.3,No
2024-06-17,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Alice,22,3.9,No
2024-06-17,中國,商品,某商品能不能買/運回台灣,Hank,8,4.3,No
2024-06-17,中國,商品,某商品能否倉儲自取或協助寄往其他地方,Hank,7,4.9,No
2024-06-17,日本,訂單,商品收到與訂單內容不符,Bob,23,3.3,No
2024-06-17,中國,倉儲,商品滯留過久以致倉庫丟失相關,Ivy,16,3.5,No
2024-06-17,日本,商品,某商品能否倉儲自取或協助寄往其他地方,Alice,14,4.1,No
2024-06-17,中國,訂單,商品毀損相關,Bob,24,4.0,No
2024-06-18,中國,倉儲,商品滯留過久以致倉庫丟失相關,Ivy,6,4.7,No
2024-06-18,台灣,商品,某商品能否倉儲自取或協助寄往其他地方,Emma,5,3.4,No
2024-06-18,台灣,訂單,商品未到，確定訂單狀態,Grace,14,3.2,Yes
2024-06-18,德國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,David,19,3.2,Yes
2024-06-18,德國,訂單,商品收到與訂單內容不符,Emma,19,3.1,No
2024-06-18,中國,商品,某商品能否倉儲自取或協助寄往其他地方,Carol,11,5.0,No
2024-06-18,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Hank,7,3.7,No
2024-06-18,台灣,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Frank,22,3.1,No
2024-06-18,德國,商品,某商品能不能協助代購,Grace,5,4.8,No
2024-06-18,日本,倉儲,商品到台灣是否能放在倉庫及天數相關,Jack,18,3.4,No
2024-06-18,台灣,商品,某商品能不能協助代購,Carol,14,4.1,No
2024-06-18,德國,商品,某商品能不能買/運回台灣,Grace,5,4.1,No
2024-06-18,德國,訂單,商品購買加值服務需求,Alice,17,3.4,No
2024-06-18,美國,倉儲,商品滯留過久以致倉庫丟失相關,Bob,21,4.3,No
2024-06-18,德國,訂單,商品收到與訂單內容不符,Bob,22,4.2,No
2024-06-18,台灣,其他,惡劣天氣相關,Alice,1,4.4,No
2024-06-18,台灣,倉儲,商品到台灣是否能放在倉庫及天數相關,Bob,27,3.8,No
2024-06-18,台灣,倉儲,商品滯留過久以致倉庫丟失相關,Carol,22,4.4,No
2024-06-18,日本,訂單,商品購買加值服務需求,Hank,36,3.6,No
2024-06-18,中國,倉儲,商品滯留過久是否有要收費,Grace,11,3.3,No
2024-06-18,台灣,訂單,商品轉其他物流寄送,Ivy,20,4.4,No
2024-06-18,中國,倉儲,訂購商品是否有送到某倉庫,Emma,18,4.2,No
2024-06-19,德國,商品,某商品能不能協助代購,Carol,1,4.0,No
2024-06-19,日本,商品,某商品能否倉儲自取或協助寄往其他地方,Alice,8,4.3,No
2024-06-19,德國,訂單,已付款訂單未成立,Jack,38,3.4,No
2024-06-19,德國,訂單,商品轉其他物流寄送,Emma,14,3.0,No
2024-06-19,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Jack,8,3.6,Yes
2024-06-19,中國,商品,某商品能否倉儲自取或協助寄往其他地方,Grace,24,4.0,No
2024-06-19,中國,倉儲,商品滯留過久以致倉庫丟失相關,Ivy,22,4.5,No
2024-06-19,台灣,訂單,商品未到，確定訂單狀態,Ivy,21,3.2,No
2024-06-19,美國,商品,某商品能不能協助代購,Grace,13,4.0,No
2024-06-19,德國,訂單,商品收到與訂單內容不符,Frank,28,2.9,Yes
2024-06-19,日本,商品,某商品運回來是否違法或需要付關費,Carol,11,4.0,No
2024-06-19,中國,訂單,已付款訂單未成立,Frank,21,4.6,No
2024-06-19,中國,倉儲,商品滯留過久是否有要收費,Emma,13,3.6,No
2024-06-19,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Carol,14,3.6,No
2024-06-19,中國,訂單,商品收到與訂單內容不符,Jack,17,3.7,No
2024-06-19,德國,訂單,商品毀損相關,Frank,16,4.1,No
2024-06-19,日本,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Ivy,15,4.7,No
2024-06-19,日本,訂單,已付款訂單未成立,Alice,26,3.2,Yes
2024-06-19,德國,商品,某商品能不能買/運回台灣,Carol,18,4.0,No
2024-06-19,美國,訂單,商品毀損相關,Emma,11,4.0,Yes
2024-06-19,德國,商品,某商品運回來是否違法或需要付關費,Ivy,10,4.4,No
2024-06-19,德國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Bob,18,2.7,No
2024-06-19,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Frank,22,3.1,No
2024-06-19,台灣,倉儲,商品滯留過久以致倉庫丟失相關,Carol,17,4.7,Yes
2024-06-19,中國,訂單,商品轉其他物流寄送,Grace,9,2.7,No
2024-06-20,德國,倉儲,商品滯留過久是否有要收費,Bob,10,2.9,No
2024-06-20,台灣,商品,某商品能不能協助代購,Emma,4,2.8,No
2024-06-20,中國,商品,某商品能不能買/運回台灣,Hank,9,4.0,No
2024-06-20,台灣,倉儲,商品是否重新加工完成,Bob,22,4.2,No
2024-06-20,日本,商品,某商品能不能買/運回台灣,Ivy,11,3.3,No
2024-06-20,德國,訂單,已付款訂單未成立,Alice,21,2.5,No
2024-06-20,日本,倉儲,訂購商品是否有送到某倉庫,Hank,7,3.3,No
2024-06-20,中國,倉儲,商品滯留過久以致倉庫丟失相關,Emma,30,4.4,No
2024-06-20,德國,倉儲,商品滯留過久以致倉庫丟失相關,Alice,18,3.5,No
2024-06-20,德國,其他,惡劣天氣相關,Jack,5,4.4,No
2024-06-20,台灣,訂單,商品毀損相關,Emma,24,4.4,No
2024-06-20,中國,倉儲,商品到台灣是否能放在倉庫及天數相關,Hank,29,3.3,No
2024-06-20,中國,訂單,商品收到與訂單內容不符,David,5,2.9,No
2024-06-20,德國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Emma,26,5.0,No
2024-06-20,美國,倉儲,商品是否重新加工完成,Carol,15,4.1,No
2024-06-20,美國,商品,某商品能否倉儲自取或協助寄往其他地方,Grace,15,3.6,No
2024-06-20,台灣,倉儲,商品到台灣是否能放在倉庫及天數相關,David,34,3.0,No
2024-06-20,德國,訂單,商品未到，確定訂單狀態,Jack,11,2.2,No
2024-06-21,日本,倉儲,商品到台灣是否能放在倉庫及天數相關,Frank,40,3.8,No
2024-06-21,德國,其他,抱怨相關,Hank,7,3.5,No
2024-06-21,台灣,訂單,商品收到與訂單內容不符,Ivy,20,3.6,No
2024-06-21,德國,商品,某商品運回來是否違法或需要付關費,Grace,6,3.5,No
2024-06-21,德國,商品,某商品能不能協助代購,Hank,7,4.2,No
2024-06-21,德國,訂單,商品未到，確定訂單狀態,Carol,1,4.1,No
2024-06-21,中國,倉儲,商品滯留過久是否有要收費,Jack,13,4.2,Yes
2024-06-21,中國,商品,某商品運回來是否違法或需要付關費,David,4,4.1,No
2024-06-21,德國,商品,某商品能不能買/運回台灣,Frank,10,3.8,No
2024-06-21,中國,其他,惡劣天氣相關,Bob,12,4.1,No
2024-06-21,台灣,訂單,商品購買加值服務需求,Emma,14,2.3,No
2024-06-21,美國,倉儲,商品是否重新加工完成,David,17,3.5,No
2024-06-21,中國,訂單,已付款訂單未成立,Emma,22,3.7,No
2024-06-21,台灣,訂單,商品收到與訂單內容不符,David,23,4.5,No
2024-06-21,美國,商品,某商品能不能協助代購,Ivy,6,4.4,Yes
2024-06-22,德國,倉儲,商品滯留過久以致倉庫丟失相關,Carol,27,3.8,No
2024-06-22,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Alice,14,4.5,No
2024-06-22,台灣,訂單,商品未到，確定訂單狀態,Ivy,27,4.3,No
2024-06-22,中國,商品,某商品能不能買/運回台灣,Hank,13,4.2,No
2024-06-22,中國,訂單,商品購買加值服務需求,Alice,20,2.9,No
2024-06-22,中國,訂單,商品未到，確定訂單狀態,Alice,17,2.6,No
2024-06-22,日本,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,David,35,2.7,No
2024-06-22,日本,訂單,商品收到與訂單內容不符,Emma,11,3.5,No
2024-06-22,台灣,訂單,商品購買加值服務需求,David,32,2.4,No
2024-06-22,德國,商品,某商品能不能買/運回台灣,Bob,8,5.0,No
2024-06-22,台灣,倉儲,商品到台灣是否能放在倉庫及天數相關,David,19,5.0,No
2024-06-22,中國,商品,某商品能不能協助代購,Frank,10,4.6,No
2024-06-22,中國,倉儲,商品滯留過久是否有要收費,Frank,25,3.7,No
2024-06-22,日本,商品,某商品能不能買/運回台灣,Alice,3,3.7,No
